page,fbid
GEA Farming - Québec,534895040011421
GEM Health Care Group,372661706526977
GFL Careers,1953120181566863
GFL Memorial Gardens,1398311197148807
"GHANA  F.A. ""GoldCoast Blackstars""",20741399541
GHOST,427430137391080
GM Authority,151615511339
GM Paillé,206807222764069
GMInsidenews.Com,264096655602
GMO Free Canada,466217586751955
GO CLEAN CO,2065693317075068
GO HABS GO,123535304324047
GO Transit,90684118443
"GOD, Grant Me The Serenity",524405990946033
GOLD Lactation Online Conference,183158338389596
GOLD Midwifery Online Conference,805599286149620
GOLF PEI,118922496116
GON BOPS,156914441017050
GORSKI,182459821938609
GREAT BIG TRUTH,254910564670941
GROHE Canada,1167798786632246
GROUPLOVE,122624477750940
GROW rooted in love Maternity Home - Walkerton,1441212489429366
GRT: Grand River Transit,126482604116585
GSI Musique,198271876909628
GT Amusement Service,2288837241144929
GTs On The Beach,107101796065198
GURU Boisson Énergie Bio,230370816059
GUSTA,1612216388996848
Gab Paquet,100053555061784
Gabby Barrett,253973404757126
Gabor Maté,100044578712967
Gabriel Cyr - Guitarist,2313725535528904
Gabriel Filippi,321134844751189
Gabriel Nadeau-Dubois,398795723813002
Gabriel Pizza,153488364697370
Gabriel Tellier,100044565843707
Gabriel Varga,231468870258751
Gabriela Bee,102118227902990
Gabrielle Lemieux,1485685785066189
Gad Saad,1448845582034948
Gagan Grewal - Bollywood Singer,100044814407818
Gagan Kokri,405001076368509
Gagnez GROS,309903492456163
Gagnon Frères,170734129653434
Gaia & Dubos,164565380334374
Gaia College,308218767416
Gaiaisi - Gaia's Eye - Gaia is I,193862501581
Galantis,100044308725648
Galaxie,11886955745
Galaxie des Animaux,1215622501853749
Galaxy Psychic Fairs,1734179999951947
Galbeedtv,103739381049035
Galerie Simon Blais,327925286037
Galeries Gourmandes,147280092740956
Galeries Orford,154555177909288
Galeries Rive Nord,178035792232618
Gallagher Centre,116018168467025
Gambella Media Network,200361256650028
Game Changers,107609393926645
Game Quest,480354178712555
Game Rant,168295667704
GameHouse Slots,371872856176453
Gamedaychallenge,250909382442525
Gaming Eternal,691786361221352
Gananoque Boat Line By Hornblower,480305601995029
Gananoque Police Service,416780241796620
Gander International Airport,201372645289
Ganon Baker Basketball,100046783309168
Ganong,53736215434
GardaWorld,241299323038
Garde Robes Gagnon,156025404440023
Garde côtière canadienne,299048997203389
Garden Food Bar & Lounge,2309762372684613
Garden River First Nation,559738427767551
Garden Therapy,245946198771013
Garden of the Gods Resort and Club,169132369785764
GardenWorks,123424831049342
Gardens Plus,132788452278
Gardens of Time,245066385557345
Gardiner Museum,16720993289
Gardner Orthodontics,284071318455181
Garnett Genuis,173928532656310
Garnier,204431616234305
Garry Sandhu,100044215400032
Gary Anandasangaree,1530971543797682
Gary L. Francione: The Abolitionist Approach to Animal Rights,156275557725540
Gary Sethi,151729831566734
Gary Taxali,100045847260720
"Gary Vidal, MP",273563010165993
Garçon Underwear,138106159612036
Gaspereau Vineyards,148721918514420
Gaspésie Bistro Gourmand,1697528940525905
Gates Wildlife Control,263591107912
Gateway Meat Market,149238941765086
Gatineau Park,226079644232094
Gautam Ram Bilas Sharma,227269127438558
Gauthier Chrysler,208349142536842
Gautier sans h,1664196663879129
Gay Only Men,105043357753985
Gaye sélect,1817286061733431
Gazeta Letrare,719016778475023
Gaétan Barrette,639628766090312
Gaëlle Bien-aimé,216654721813437
Gaëtan A. Cyr Et Fils,1809082456021165
Gear Heads: Motorcycles,828223873933675
Geek Girls,188800427797025
GeekQc,154016318123550
GeekVerse,1607094102895600
Geeky Memes,439038279465271
Geert Wilders Right in Europe,155248954503763
Gelatin Art Market,138421143161902
Gena Showalter,100044138364297
Genacol,141471489251123
Gendarmerie royale du Canada,140766493640
Gendarmerie royale du Canada au Nouveau-Brunswick,110756035648311
Gendarmerie royale du Canada au Québec,167386073409829
Gene Hoglan ''Official Page'',100044598482132
General Assembly,689637127857369
General Gun & Supply,376717222384463
General Hospital Daily Dish,1541311719302191
General Hospital Daily Spoilers,2241458906139417
General Hospital Examiner,2522300944463283
General Hospital Megafans,1904327299870606
General Hospital Rehab,804948026234141
General Strike Against Ford,589043711591724
Generation Screwed,150738651793226
Genesis Canada,1705514206369584
Genevieve Fisher,187932227703
Genevieve Leclerc,100044589872237
Geneviève Borne PAGE OFFICIELLE,100050390504096
"Geneviève Gauthier, Experte en alignement",513172982179955
Geneviève Guilbault - Députée de Louis-Hébert,537081653306410
Geneviève Jodoin,50009222642
Geneviève O'Gleman,100044471464763
Geoff Gulevich,100044143254056
Geoff Regan,19891033712
Geoffroy,100044370461666
George Brannigan,203967626479116
George Brown College,158694231283
George Ezra,334867149911874
Georges Laraque,100044252838447
Georges St-Pierre,39734800649
Georgia Anne Muldrow,100047012355806
Georgia Strait Alliance,179165822116681
Georgia van Etten,170750903124606
Georgia's Northside,2193197544302424
Georgian Bay Airways Ltd.,51332263036
Georgian College,7500186323
Georgian Shores Marina,128346823963053
Georgian Triangle Humane Society,171127619576504
Gerard Butler Dot Net,55962394461
Germain Larivière,353912617976493
Germantown Masjid,405186736500593
Gerry Dee,100044469548054
Gerti's,125995584123638
Gestev,186195281446773
Get Cracking,126856797330156
Get Cyber Safe,354127444693276
Get Largemouth,325800669484
Get Out There Magazine,92108564540
Get REAL,156173161107596
Get The Shot,100044194041201
Getmykit.ca,652352334925323
Gfycat,1385061675084837
Ghada Derbas,100044847466230
Ghetto Crown King Mbare Videos,684884704891510
Ghost Ship Media,1308548152490258
Ghost Valley Community,823231351061538
Ghostbusters News,107014072672528
Ghostemane,449704081752586
Ghostology,109176984153306
Gia Nasim,158788027580017
Giancarlo & The Scarfones,200592430755862
Gianni Luminati,422853497746458
Gianni and Sarah,306241352722731
Giant Tiger,96000832822
Gibbys Restaurant,156703461052152
Gieky Felizarta,377131916450770
Gifts4Family,1777962392418963
Gila Martow,253130534854019
Gill & Schmall Agencies,113461868989553
"Gilles Bisson, MPP for Timmins",132368973514210
Gilles Lehouillier,851789464893495
Gillian Marchenko,139987029345984
Gillian's Place,371516012722
Ginaima,142990192436850
Ginette Petitpas Taylor,778894725493839
Ginette Reno - Page Officielle,100044303805882
Gingerbread World,1427168854177218
Gingergirlie,1081486671877424
Gino Chouinard,100044347419982
Gino Hard,725362704327359
Gino's Pizza,121610987855343
Gino's Pizza & Spaghetti Amherstview,100649936788749
Gino's Pizza Bayridge,1419323655036275
Giorgia Fumanti,100044515326176
Giovanni Apollo,100044454939019
Giovanni Caboto Club,704207149596573
Giresi's Pizza,289618947770249
Girl Guides of Canada,111161488925958
Girls In Yoga Pants,117942591656491
Girls with Pearls,208447449599868
Girum Tadesse ግሩም ታደሰ,100050679960522
Giselle Denis Fine Artist,136553326391989
Gitanmaax  Band,130867890302157
Giving Tuesday Canada,137436813125815
Glacier National Park Lodges,584419591597162
Glad Day Bookshop,127688490601296
Gladius,124292024251961
Gladzy Kei Art & Cosplay,100044304075470
Glass Tiger,120245261335744
Glen Matlock,100057700854897
"Glen Motz, MP",469572326569496
Glenbow Museum,10480470627
Glengarry Highland Games,6373754698
Glenn Lundy,124114038305295
Glitch Gifts And Novelties,145656542442821
Global Angel Charitable Organization,133029160092106
Global BC,8475622807
Global BC Community Central,201918306511756
Global Calgary,17283404678
Global Degree,549616078468451
Global Durham,147876361920969
Global Edmonton,7078490926
Global Halifax,111515975551979
Global Heroes,102878304613665
Global Justice Foundation,405313136723544
Global Kingston,85920510328
Global Lethbridge,125250400820441
Global Montreal,115446208478014
Global National,10080840973
Global New Brunswick,122301577965124
Global News,114019975312443
Global News Radio 770 CHQR,209712602400859
Global Ottawa,448237982295419
"Global Peace Alliance, BC",416690145117397
Global Pet Foods,212589134405
Global Pet Foods NB,108234365945331
Global Regina,63750601090
Global Saskatoon,429228375456
Global TV,108464059471
Global Toronto,115413405149434
Global Warning Film,100150415044259
Global Well Servicing,512911868739527
Global Winnipeg,116588618370885
GlobalMedic,40657997157
Globber North America,2281627385492360
Globe Trotter Travels,454413224945398
Gloria's Restaurant,118534771524737
Glow Langley,1512549625469161
Glup,180979933846
GluteNull,201808176566157
Glutenberg,110462229012460
Go  Abra,105477096140285
Go Canada Academic and Immigration Services,936478993111944
"Go Drunk, you are home.",466863410036635
Go Fish BC,104336039615129
Go Nawaz Sharif Go,242455749278108
Go Nordiques,112889855434331
Go Paddle,152603388127675
Go RVing Canada,156852814413471
Go Solutions Pet Food,112371087226458
Go Vegan Revolution,1678228749059429
Go Whistler,97593146404
Go!PEI,151299374914067
Go-Van,435750039906286
GoGo Quinoa,219373574767975
GoGo squeeZ Canada,445304948901531
GoTeamKate,141033836054111
Goa gubbar från Öland,254495157965416
Goal Horn,309809313004604
Goalcast,897393153671209
Goalie Training Pro,246165067602
God,759455800847504
God Is A Scottish Drag Queen,231181404335
God's fingerprints,123688161053579
Goderich Signal-Star,122712254732274
Godin Guitars (OFFICIAL),110559045640076
Godless Mom,681890825191414
Godzilla 2014,310513959047171
Goebbert's Farm - Pingree Grove,127170166670
Gojira,100044402980311
Gokulam Tamil Radio,167903446705585
Gold Rush Trail,1457111517857906
Gold Seal,117916554952075
Gold Star Coffee - World's Best Tasting Coffee,647635742025197
GoldLink,137438429783226
Golden BSP,1040996409275513
Golden Features,1428107290755647
Golden Knights Feed,411473932570824
Golden Rescue,284080205038834
Golden Skate,175233124160
Golden-Field RCMP,1175729432441981
Goldmund,128127047250555
Goldstream News Gazette,122839461066472
Golf Canada,105766122805243
Golf Town,218814234528
Golf's Steak House,133531036666866
Goliath Games U.S.,109919622395301
Golpe y Salsa,123243511742960
Gombilla the POET,382008461981699
Gon,1108950139169878
Gongshow Gear,21046526440
Goo Goo Dolls,6041887965
Good Doctors Val Caron,996417170415124
Good Girl,100044570070333
Good Lovelies,100044323635302
Good Tiger,1612219129043185
Good in Every Grain,140469485986359
GoodGamer Fantasy Sports and Esports,105313897504872
GoodGood Outdoors,1929858160673967
GoodLife Fitness,116230838396171
Goodable,108150737278135
Goodfood,330822837101173
Goodness Me! Natural Food Market,113161768752952
Goody Grace,263934050381028
Gopher Dunes,212969093570
Gopher Hill Paintball,204975849539020
Goran Dragic,242449130331
Gord Bamford,100044526395698
Gord Downie,439350080507
Gord Johns MP for Courtenay-Alberni,1405400146414444
Gord Sinclair,100709504766533
Gordie MacKeeman and His Rhythm Boys,228445407170423
Gordie Sampson,100058209966091
Gordon Lightfoot,100044530325523
Gordons Gold Jewellers,195754606808
Gorg-O-Mish,11620045209
Gorillaz,6002137995
Gormley,193408330707108
Gospel Mission Church,226535070719657
Gospel Singer Jossy Kassa,100050537707191
Gosselin Photo,136595876443573
Gottes Wort,217238881733992
Gough Custom,587240341380923
Gouvernement du Nouveau-Brunswick,468844636547019
Gouvernement du Québec,1024321644299425
"Government for all Canadians, not just the wealthy",787938944658582
Government of British Columbia,203652059653094
Government of New Brunswick,222322717930469
Government of Newfoundland and Labrador,639491102750080
Government of Nunavut,244924798918807
Government of Saskatchewan,465410500144023
Government of Yukon,371986909582435
Government of the Northwest Territories,1753253651454441
Governor General of Canada,158233954201949
Gowan,276402049925
Gowan Brae Golf & Country Club,211072925572364
Grace Coconut Water,158972120942290
Grace Foods Canada,288012891396184
"Grace Inn, Belleville Homeless Shelter",435711313284028
"Grace, Love & Beauty",317491445307294
GraceDigital,1591666571150126
Gracie Abrams,117265949676028
Gracious Living Lifestyle,243849385706597
"Graeme Benjamin, Global News",618611325242511
Graham Wardle,558296677565171
Gramps Morgan,100044298046119
Granary Road,1160627227329977
GranbyExpress.com,166245640068750
Grand Bend Motorplex,1621823638142562
Grand Case Beach Club,356251867263
Grand Chief Abel Bosum,727006457481302
Grand Cinema 3,110947218952768
Grand Falls Carpet,970773632991647
Grand Forks Gazette,174013659336313
Grand Prix de Trois-Rivières,139737996211220
Grand Prix of St. Petersburg,151021034921207
Grand River Hospital,285370534959675
Grand River News,326990224448181
Grand Slam of Curling,173466519523
Grand Théâtre de Québec,130601803299
Grand-Pré National Historic Site,358326020900879
Grande Prairie & District Chamber of Commerce,303922827273
Grande Prairie Auto Group,315844213409
Grande Prairie DownTown Association,122268151156067
Grande Prairie Golf and Country Club,115795711777486
Grandma's Beach Treats,101239972886
Grandmother's Kitchen,244926675650709
Grandmothers on the Move,226980394515194
Grandmothers' Kitchens,713925045286938
Grandpa Mason and his kittens,103066326996330
Grands Feux Loto-Québec,108681286407
Grands Frères Grandes Soeurs du Grand Montréal,108357135855036
Grands Prix Cyclistes,331156313754
Grands Titres,1414711115476305
Granny Goodwitch,398531467001093
Granny's,202182061290
Grant Hunter,673551522750547
Grant Park Shopping Centre,72444592819
Granville Island,106570009377333
Graphic Design,75102148130
Grapplearts,23809659966
Grasslands National Park,1427660504148020
Grasslands News,901727089976035
Grassroots Ecosocialist Action,1408271229464916
Grassroots K9,808755055886041
Grateful Dead,100044628720342
Gratuit,218080198269394
"Gravel dans le retour - Radio X 98,1",118869274694
GravelAuto.com,108001920943221
Gravelbourg RCMP,1404817539757522
Grayne & Co.,186672664684194
Graystone Brewing,1549204721960095
Great Bear Lodge,151480264874598
Great Benin Kingdom,221973091155155
Great Dane Angels,560021820745664
Great Danes Online,168093543214173
Great Kitchen Party,186461644721345
Great Plains College,35507736629
Great Pretenders,502523659818873
Great Things In Store,21926993685
Greater Cincinnati Holiday Market,138055442902539
Greater Moncton Dragon Boat Festival,477337419044809
Greater Moncton Int'l Airport / Aéroport int. du Grand Moncton,422257581215780
Greater Saskatoon Catholic Schools,148360008649814
Greater Sudbury Hydro,115386378501947
Greater Sudbury Online,553676731365354
