page,fbid
ENERGY STAR Canada,1665529797095068
ENERGY106FM,165854610146743
ENISA,1576005959295381
ENMAX,307976109260368
ENMAX Centre,135543109850741
ENTER.Sake,610121582355476
ENvironnement JEUnesse,132157546837008
EOM-Ethical Omnivore Movement,368684079835419
EPCOR Canada,133184853425907
EPIPEN CANADA,383464725099285
EQ Bank,338100213008475
EQUO,1504723619830044
ERNEST,167047178271
ESCA PIZZA,385879768279344
ESCAPE RCRDS,279484246128279
ESG UQAM | École des sciences de la gestion,350185605327
ESKA,199721536737787
ESL Library,7088841886
ET Canada,163185517061777
ETA’s Meme’s,167557440827674
ETC Group,147086195360458
ETFO Peel,715971115135565
ETVnet,2233001253594042
EUP News,317740272636
EVERYDAY SUNDAY,203238153161984
EVIL EBENEZER,100044409310224
EVOLUTION PLUS,312567545514702
EXIT PG,141587619614370
EXMURO arts publics,129173097115344
EXOSHOP,112332388811396
EXTERIO,100050352165893
EXTRA 90.5,166853173349597
EXp Realty Simmonds Lifestyles Real Estate Group,121656731346338
EZ Rock Kootenay-Boundary,118020701639483
EZ Rock Osoyoos,403528206132
EZsign,112912190379178
E^ST,1407017749560141
Eagle Acres Dairy,212473832225002
Eagle Feather News,300391750100257
Eagle Homes,111901075499378
Eagle Lake Narrows Country Store,125146867665725
Eagle Ridge Hospital Foundation,284690334870
Eagle Rock Werkshop,393164534136007
Eagle Vision,359858367377743
Eagle Vision Video Productions Ltd.,187365531274845
Eagle Wing Whale Watching Tours,244955668729
Eagle Worldwide Ministries,111291648898177
EaglesTracker,625027071272434
Earl Dreeshen,10400775935
Earl Sweatshirt,288846824561031
Earl of Grey,222087318131051
Earls Kamloops,118513318205121
Earls Restaurants,10880008178
Early Childhood Development Association of PEI,115631065166243
Early Music Vancouver,377723092058
Early's Farm and Garden Centre,141879605864244
Earlybird RV Show & Sale,181854031885762
Earlywood,169891003108075
Earnest,624940000888848
Ears Hearing Clinics,905177959533883
Earslaughter Productions,1526161637655902
Earth And Beyond,878893088811846
Earth Angels Home Care,627968817373092
Earth Aura Creations,336292393093812
Earth Family Crystals,292530564167956
Earth Gear,1646656798883755
Earth Notions,857274284615818
Earth Rangers,130913822018
Earth Rated,206669899404009
Earth Talkers,2040500346010075
Earth's General Store,116074241788214
Earth's Yellow Sun,785481291498111
EarthGang,100044402170445
Earthbreeze,104622121026372
Earthdog Terrier Rescue of Manitoba,284853271621987
Earthsave Canada,107993545979022
Earthshatter,1616378015327409
Earthsider,263891677826490
Earthub,2003821406352156
Earthwise Society,112609421569
East Central Recorder,421726001335259
East City Coffee Shop .,373022959417810
East Coast Art Party,102138526795813
East Coast Comic Expo,354990867973813
East Coast Credit Union,407543072741317
East Coast Filipino Portal,2278071952287835
East Coast Hearing,368684336973111
East Coast Lifestyle,503979436310588
East Coast Music Association (ECMA),78533894789
East Coast Quilt Co,2199059040131571
East Coast Trail,376655679029882
East Park London,367595919926119
East Side Mario's Bayers Lake - Halifax,157161027712777
East Side Mario's Fredericton,382819051743954
"East Three Secondary School Official site  Inuvik, NWT",515761451841807
East Village Calgary,106592849384024
East Winds Saint Lucia,144007258983947
East2West,100044399860580
EastCoastBoys,828821470505190
EastEnders Report,406155523451072
EastGen,203525529700784
Easter Seals Ontario,358849114139008
Eastern College,195525236972
Eastern Health,201822849864867
Eastern Nai - ناي الشرق,1537916449816054
Eastern Slopes Veterinary Services,121744234568153
Eastgate Ford,141527759271296
Eastlink,213467868695594
Eastside Culture Crawl,211091252237409
Eastside Dodge Chrysler Jeep,108809432487330
Eastwood Guitars And Airline Guitars,112907185396676
Easy 101.3,380722881968423
Easy ESL Games,1550269955247892
Easy Home Cooked Recipes,265349116825998
Easy Peasies,438426569544783
Easy Street,996883210383014
Easykobo,144043358984141
Eat Clean Be Lean,111810937132692
Eat Cow. Drill Oil. Rope Calves.,198234993539211
Eat Local. Support Local Farmers.,148279598578602
Eat Thai guelph,716937488426773
Eat This for Performance,139697473376939
Eat Well Saskatchewan,614959172229937
Eat a Peach,614826218667907
EatSleepRIDE,134095379994609
Eating Instantly - Healthy Instant Pot Recipes,192889998240599
Eau Claire Distillery,587888244591835
Eau Thermale Avène,216174448507921
Eazy Mac,278724112183991
Eb's Source for Adventure,118620691491945
Ebb & Flo  - The Art of She,102783206738288
Eben Alonge,317602555030977
Ebenezer,719299684908199
Ebus,190044607731597
Ecampus Africa,314832625553682
Ecclestone Horse Transport Inc.,1038460122834032
Echo AVU,94645674906
Echo Conservation Society,291456047665382
Echo Valley Ranch & Spa,129824900271
Ecko Canada,173897919304151
Ecko Marine,26364954160
Ecksand,176169499120014
Eckville Echo,182313941962115
Eclair Lips,615576601898832
EclecticBlonde,100045605198757
Eclipse Eternal Official Page,140581812075
Eclipse Festival Canada,150760038350055
EcoDepot Montréal,171262936567200
EcoParent,191565974224704
Ecofan,46049778215
Ecojustice,49530722523
Ecole Beausoleil et du Parc - bâtiment du Parc,169304979815176
Ecology Action Centre,44760348647
Ecology Ottawa,158596009733
Econoline Crush,100058068132178
Economic Development - City of Kawartha Lakes,276601039033858
Economic Times,1574476299455643
Ecoute Ton Corps,217842021568030
Eczema Society of Canada,430904506986722
Ed Bickert,1010348362389617
Ed Fast,115786245154954
Ed Sheeran,9189674485
Eddie Bullen,936732686454294
Eddy & Rambo Bunny,211511565604317
Eddy Jam,286608191456400
Eddy K,150416211658798
Eden Bao Photography,213302705374406
Eden Mills Writers' Festival,187801745193
Eden Street Salon and Day Spa,136241575875
Eden xo,100044229829383
Edgar Durazo,100044365392130
Edgar Farms,70946664375
Edgar Muenala,137742119675602
Edge Realty Solutions,130528801658
EdgeWood Farm,84974851898
Edgewood Treatment Centre,119607748068175
Edgy White-Liberal,874231852638824
Edgy aesthetics and memes for sapphic and lesbian teens,2679950508697535
Edible Art Cafe,114337375383991
Edible Vancouver & Wine Country,52439800635
EdibleWildFood.com,255985697755345
Edifier Global,347031945808903
Edify Edmonton,261755043835610
Edith Butler,219615701553106
Editing Luke,106937032670800
Edkin,207208829314088
Edmonde Supplice Beauzile,481741618534957
Edmonton Alberta Canada,114554850202
Edmonton Bicycle Commuters Society,278105624500
Edmonton Catholic School Division,136029939785271
Edmonton City Centre,69693334363
Edmonton Community Foundation,172806652795178
Edmonton Convention Centre,278092202273035
Edmonton Corn Maze,5526897155
Edmonton EXPO Centre,1094159244048740
Edmonton Explorer,393840724078930
Edmonton Fire Rescue Services,618447118211202
Edmonton Folk Music Festival,152983918077665
Edmonton Fringe Theatre,114717868567406
Edmonton Heritage Festival Association,195819583784744
Edmonton Historical Board,107256779429705
Edmonton Humane Society,121736011171682
Edmonton Int'l Raceway,202891183057109
Edmonton International Airport,34601729252
Edmonton Journal,100429659640
Edmonton Mama,186520031367781
Edmonton Oil Kings,143258605696494
Edmonton Police - Southwest Division,153114378096788
Edmonton Police Service,107111306013550
Edmonton Prospects Baseball Club,142768819229994
Edmonton Public Library,5501894985
Edmonton Sport & Social Club,1467062600172405
Edmonton Stingers,182892085663761
Edmonton Symphony Orchestra,98733129789
Edmonton Tourism,227097457317212
Edmonton Transit Service - ETS,165233733530366
Edmonton Valley Zoo,341718792566715
Edmonton's Food Bank,154812271277151
Edmonton-West Henday Green Party,371001646580875
Edmonton.family,590366687725587
Edmundston Honda,123678347717751
Edo Japan,100586573333395
Edo People Entertainments,155689984489782
Edoki Academy,205039382905647
EduCanada,1439290906149984
EduKids Early Childhood Learning Centers,124576564898
Educ'alcool,279669212081870
Educate Girls Globally,348948848610464
EducatedClimber,100052280512650
Education Not Incarceration,1852512218405079
Education in Senegal,1588660211382205
Edularity,135348589203
Edward Burtynsky,100044100473096
Edward Friedman,808953902631700
Edward Smoked Meat,457620274259541
Edward's Factory Outlet LTD,287823211231206
Edwards School of Business,153215118264
Eel Ground Health Centre,358032074215763
Eel River Bar Band Office,736922673154295
Eerie Truths,574870389362892
Eeyou Eenou Cross Country Racing,1714382075520613
Eeyou Istchee Baie-James - région touristique,314743288664463
Effect Watches,304998786969370
Efficiency Canada,156774011943056
Efficiency Nova Scotia,173393052735123
Effin' Birds,1476382609088077
Efrin Music عفرين ميوزك,144159266161036
Egale Canada,137835112950812
Egg Farmers of Canada,205427820343499
Egg Farmers of Nova Scotia,1738249206407433
Egg Farmers of Ontario,150934421611532
Egg-Truth,2064319187173150
Eggcetra Restaurant,447793738618594
Eggspress-matins,439607982747316
Eggsquis Québec-Vanier,114285315285078
Eglise Nouvelle Vie,104390753550
Eglise la Promesse,1167723576587102
Egotastic!,20812989504
Egychology - ايجيكولوجي,1533154210288232
Eidos-Montréal,167993576548224
Eising Greenhouses & Garden Centre,174554655938356
Ekay Sounds,899481040164875
Ekens Foundation International,143982532336733
Ekkip boutique sport,116629068366642
Ekuruvi Tamil,949351968429529
El Balcón,479477035886134
El Careshimba,791489620969104
El Informante de Memphis,2182817488653277
El Niven and The Alibi,1642945399291190
El Pozon del Saladillo,120247624799940
El Rancho Latin Nightclub,127446837291231
El Reyno De Mi Cielo Azul,298466760206482
El Santo,689985017791364
El Sombrero de Paja,141619632532324
El Spero Family Restaurant,118429001534955
El Taquero - Tacos & Tequila,1417636788543942
El Tejedor Listo,492090520933820
El Tio Boleas,389117331212043
El Tristeturno,283487931664150
El panthera flashe news,114130343667597
Elanee Johnson,760362817417070
Elaquent,100050396953743
Elate Cosmetics,279784475556929
Elate Fitness,2305881179628092
ElderDog Canada Inc,135647609838219
Elderbrook,100044355969846
EldoRa & Siman,355456225368418
Eldorado Country Rock Bar,496473740451959
Eleanor McCain,197616847037094
Elect Conservatives,1601956053389838
Elections BC,67197771286
Elections Canada,633812813408377
ElectionsGuinee.org,491246137909435
Electric Car Community,194241840590937
Electric City Dental,1992977684265536
Electric City Underground,154398024587983
Electric Dirt Farmer,209371709183982
Electric Guest,156729114389443
Electric Island,153446881495126
ElectroBOOM,367504129957402
ElectroRecycle,187580594759802
Electrum Sabercrafts,571822629672332
Elegance 719,346648086010979
Eleider '' Storm '' Alvarez,280718298704279
Elektra Women's Choir,25497363977
Elektrohorse,732973830091250
Element5 Spa,118820241494435
Element5 Spa Moncton,165140010170888
Elemental Witchery & Conjure Boutique Inc.,108838139203653
Elementary Educators,163261390365324
Elementary Teachers' Federation of Ontario- Waterloo Region,420950854698149
Elements Luxury Tented Camp,725675317523254
Elena Aitken,100057724316216
Elena Rose,377329066112619
Elenee Young,104990224218096
Eleonora Dobrinina,100044268857635
Elephant Stone,21623169144
Elevate,309405976177761
Elevate Aviation,1437389476529988
Elevate Health & Performance,1057947960943414
Elevation Health Cold Lake,141261339824095
Elevation Pictures,1438303113054539
Elf on the Shelf Ideas,226151057809158
Elhadj Abdoulaye AMIE Soumah,467291277372858
Elhae,100044623020425
Eli Bennett,1394738004123807
Eli Jonah Karls,107680443917624
Eli Rose,100050514728601
Eli Tannis,260255361493046
Eli Wilson Goaltending,723213097787479
Eliana Cuevas,209369579111378
Elias Munshya,100044537615198
Elias Theodorou - The Mane Event,100044769572305
Elie Bertrand - Drummer,118426748191961
Elihana Elia - אליחנה אליה,1493743804193238
Elio Alcindor,100050341066042
Elisa Vicedo,141376729206247
Elisapie,44715089577
Elise Darma,989762681137767
Elise Gravel - English,100044269307759
Elise Gravel - français,100044151143710
Elise Lieberth,141961559363
Elite Auto,293138261174395
Elite Autos LLC,204959902910283
Eliza Mary Doyle,534557433388695
Eliza Mayhew,564992190362791
Elizabeth Gadd Photography,100044629950278
Elizabeth Grant International Inc.,29953514160
Elizabeth May,20647428344
Elizabeth Shepherd,25109345018
Elizabeth Taylor Archives,100044993933156
Elizabeth Tulloch,100044554530994
Elk River Guiding Company,435934550440
Elk Run & Riot,465525913524980
Elka Suspension,141925582495244
Elkhorn Resort Spa & Conference Centre,116021895083224
Ella Henderson,100044529215439
Ella Mai,100044222506723
Ella's Closet,657181511374188
Elle Lindquist,604515593009222
Elle Mio Halifax,612406369205968
Elle Mio Moncton & Fredericton,204880506270785
Elle R Cosmétiques,1425730791082076
Elle's Place,349415305680938
Ellen Froese,854522807914529
Ellen Roseman,615538271828115
"Elliana Allon, Artist",159994497472472
Ellie & Mac,823665554346935
Elliot Maginot,266416126710289
Elliot Paris,100050197792293
Elliot club.com,131573473564302
ElliotLakeToday.com,114472502519037
Elliott BROOD,17427824739
Elliott's Liquidation & Auction Inc.,125307610906349
Ellis,171696086592088
Ellison Travel & Tours,140676319363270
Elly Mangat,100044441949335
Elly Mayday Official Fanpage,138895112959832
Elm Ridge Country Club,519815624775076
Elmamia,209744732400700
Elmer Ferrer Music,286259568123714
Elmer's Manufacturing,108926082521156
Elmhirst's Resort,485429525712
Elmira Stove Works,128337927178001
Elmvale Flea and Farmers Market,10853971502
Elmwood Community Resource Centre,135981466445979
Elmwood School,56490013095
Elmwood Spa,59019941187
Elon Musk Quotes & News,718654134839457
Elora Fergus,251423872089973
Elora Gorge Animal Hospital,138105752928612
Elsie's Diner,490616511023578
Elsipogtog First Nation Band,195964290952469
Elspeth McLean,100044215730228
Elva's All Naturals,104092850994950
Ely Lemieux,426909814026901
Elyse Aeryn,288180682043595
Elyse Saunders,34021505870
Elysia English,1532333483699768
Elz&Ted,100045077783081
Eman,103938111319784
Eman & Vlooper,249575748499635
Embaixada de Portugal no Canadá,378037849037555
Embaixada do Brasil em Ottawa,410111152386466
Embaixada do Canadá em Portugal,1452563008312022
Embajada de Canadá en Chile,683957468407123
Embajada de Canadá en Colombia,1456807234587965
"Embajada de Canadá en Costa Rica, Nicaragua y Honduras",752940284745996
Embajada de Canadá en Ecuador / Ecuador estudia en Canadá,270711972945872
Embajada de Canadá en El Salvador,1435974410002996
Embajada de Canadá en España,611956912191592
Embajada de Canadá en Guatemala,540396396071924
Embajada de Canadá en México,807560859269393
Embajada de Canadá en Perú y en Bolivia,590355884395037
Embajada de Canadá en República Dominicana,634466519980915
Embajada de Canadá en Uruguay,412419415482296
Embajada de México en Canadá,115560035126811
Embassy Suites by Hilton Niagara Falls Fallsview,20130067390
Embassy of Canada in Afghanistan,58268994552
Embassy of Canada in Mexico,155970781258300
Embassy of Canada in Ukraine,270529536435244
Embassy of Canada in the Philippines,165038520317912
Embassy of Canada to Algeria,291805904330780
Embassy of Canada to Argentina,1382575935344676
Embassy of Canada to Colombia,1421548961445969
"Embassy of Canada to Costa Rica, Nicaragua and Honduras",233889133466393
Embassy of Canada to Egypt,727169163982678
Embassy of Canada to France,1395433017152910
Embassy of Canada to Germany,795153663847541
Embassy of Canada to Guatemala,1420108838256976
Embassy of Canada to Iceland,216606381852638
Embassy of Canada to Israel,497034667072052
